player_id,first_name,last_name,email,phone_number,birthday,position,shoots,height,weight_lbs,jersey_num,gender,gpa,years_eligibility,development_id
36,Aaron,Smith,daydylan@example.net,9145630475,2000-01-16,D,R,"5'8""",207.5,12,M,3.83,1,1
37,Kevin,Mack,wroberts@example.org,0054817194,1998-05-22,D,L,"5'9""",161.0,47,M,2.72,4,4
38,Peter,Marshall,jclark@example.com,9589720227,2006-09-27,D,L,"5'8""",183.8,40,M,3.79,3,2
39,Antonio,Dudley,zunigajessica@example.net,2132168552,2006-12-11,G,L,"6'0""",198.6,1,M,2.9,5,3
40,Fernando,Brown,elizabeth68@example.com,4897812768,2000-02-09,G,R,"5'8""",212.5,30,M,3.77,1,4
41,Edward,Carpenter,michael73@example.org,3685767163,2006-05-01,F,R,"5'11""",167.8,53,M,2.8,5,3
42,Chad,Manning,ccook@example.org,4189128744,2000-12-22,F,R,"6'11""",168.9,33,M,2.96,4,2
43,Joel,Martin,carlawaller@example.org,0912376700,2004-07-19,F,L,"6'9""",178.2,50,M,3.18,2,5
44,Gregory,Gray,wilsonkatie@example.net,2994385510,1998-06-10,F,R,"6'9""",174.4,61,M,2.5,4,1
45,Billy,Gordon,todd12@example.com,9366235015,2004-04-14,F,L,"5'9""",196.5,16,M,3.36,3,4
46,Daniel,Murray,jbennett@example.net,9299135830,1998-04-11,F,L,"6'8""",175.1,52,M,2.86,2,2
47,Austin,Anderson,ellisjamie@example.net,2781304383,1999-02-01,F,R,"6'1""",181.5,22,M,3.97,5,1
48,Randall,Obrien,jamesrobbins@example.org,0598089213,1998-11-23,F,L,"6'2""",160.6,43,M,3.95,1,3
49,Robert,Fischer,simmonshunter@example.org,7754064109,1998-03-25,F,R,"5'10""",178.4,86,M,3.83,3,1
50,David,Johns,bobbycooper@example.net,0410181249,2000-12-27,F,R,"5'8""",162.1,56,M,3.37,2,4
51,Richard,Bell,amyliu@example.com,7353586585,2004-01-27,F,L,"6'5""",219.8,12,M,3.96,2,2
52,William,Davis,jeremy14@example.net,0280417932,2002-10-24,F,L,"5'10""",203.7,58,M,2.71,3,3
53,Glenn,Cole,michael55@example.org,7332912445,1999-01-03,D,R,"5'11""",165.7,50,M,3.2,1,4
54,Howard,Roy,ronaldallen@example.com,0892400546,2000-07-22,D,R,"6'7""",185.5,79,M,3.18,4,1
55,Aaron,Hernandez,jeremycruz@example.net,2370783101,1999-05-26,D,L,"5'8""",212.8,47,M,2.76,2,2
56,Bradley,Castro,myersmichael@example.com,3438214325,2003-05-28,D,R,"6'10""",171.2,76,M,2.74,3,4
57,Andrew,Giles,gsmith@example.org,4384922592,1999-08-02,D,R,"5'9""",192.7,56,M,2.97,5,3
58,David,Dixon,hansonallen@example.com,2522575469,2000-08-13,D,L,"5'7""",206.1,1,M,2.68,2,3
59,Terrance,Patrick,woodjonathan@example.org,9882414171,2001-04-24,G,R,"6'9""",195.2,31,M,3.18,2,3
60,Devin,Ayala,erichill@example.com,2415799310,1998-03-14,G,L,"5'7""",209.3,30,M,3.28,4,1
61,Edward,Becker,ajones@example.com,1485172318,2006-11-04,F,L,"6'7""",213.3,45,M,3.79,1,4
62,Anthony,Davis,baxtermonica@example.net,2367663134,2000-09-22,F,L,"5'11""",170.7,75,M,2.97,2,1
63,Roger,Hickman,juan05@example.com,3127918127,2002-09-16,F,R,"6'8""",218.7,66,M,3.65,3,3
64,Shaun,Smith,camerondylan@example.net,1629981031,1999-10-05,F,L,"5'7""",164.1,60,M,3.46,1,4
65,Adam,Martinez,jonesbrittany@example.com,2786246045,2006-11-19,F,R,"6'3""",209.1,29,M,3.69,3,2
66,Frederick,Ramirez,rhondagreer@example.org,8602627276,1998-07-26,F,L,"5'8""",166.0,10,M,3.72,5,3
67,Jeffrey,Glover,rachel32@example.com,9462475883,1997-10-12,F,R,"6'10""",201.0,81,M,3.66,2,3
68,Trevor,Nunez,tracybooth@example.org,6955365151,2005-02-16,F,L,"6'10""",195.0,65,M,3.21,3,2
69,Kevin,Montoya,amyvega@example.net,6963548926,1997-12-28,F,R,"6'8""",180.1,14,M,3.44,5,2
70,Tony,King,mmoran@example.com,2954599664,2003-08-11,F,R,"6'2""",170.9,4,M,2.98,4,3
71,Craig,Livingston,kenneth63@example.com,3110589130,2006-07-09,F,L,"6'11""",179.0,68,M,3.41,5,2
72,Anthony,Wells,michaelgraham@example.org,1516055247,1998-06-26,F,R,"6'10""",212.1,59,M,3.67,4,5
73,Shane,Graves,kathleen94@example.net,0169642906,2002-12-21,D,L,"6'11""",203.8,18,M,3.05,2,4
74,Gregory,Allen,garciadavid@example.com,9626372552,2004-11-13,D,L,"5'10""",173.8,43,M,3.7,2,5
75,Alex,Mason,ogriffin@example.net,5296277470,1999-11-09,D,R,"5'11""",200.5,94,M,3.54,1,2
76,Brian,Soto,mgardner@example.com,6661485052,2001-08-24,D,R,"6'2""",167.8,96,M,2.76,1,5
77,Peter,Lopez,rogersanne@example.net,8854638857,1998-04-08,D,L,"6'5""",164.7,18,M,3.84,3,4
78,Aaron,Gay,chelsealong@example.org,6790472403,2002-06-20,D,L,"6'11""",211.1,95,M,3.24,5,3
79,Shawn,Payne,victoria69@example.com,3937103721,1997-01-30,G,R,"5'11""",210.8,35,M,3.11,3,3
80,Kyle,Dean,charlesweber@example.com,5220004214,2003-05-01,G,R,"5'11""",201.5,35,M,2.91,1,1
81,Richard,Hernandez,ryan04@example.net,2847585821,2002-08-18,F,L,"6'0""",188.0,75,M,3.42,5,4
82,Mark,Rodriguez,jayboyer@example.net,7905340898,1997-06-07,F,L,"5'11""",190.6,42,M,3.43,2,1
83,Joshua,Gilbert,jmoon@example.com,6189120348,2000-05-22,F,L,"5'10""",189.1,48,M,2.56,5,3
84,Nicholas,Thomas,morganchavez@example.org,9245926953,2003-06-04,F,L,"6'3""",205.4,18,M,2.58,5,3
85,Joshua,Bray,crystalweber@example.org,1008874118,2002-02-20,F,R,"5'6""",211.2,87,M,3.33,3,4
86,Roberto,Thompson,andresmith@example.com,1471500692,1998-01-21,F,L,"5'11""",177.7,9,M,2.99,5,3
87,Jacob,Moreno,scott16@example.com,3236124859,1997-04-02,F,L,"5'8""",185.8,96,M,2.73,2,5
88,Clayton,Miller,claytondavid@example.org,7877573210,2000-05-27,F,L,"5'10""",174.4,27,M,3.09,2,3
89,Anthony,Smith,anna54@example.net,9773363462,2000-09-08,F,L,"6'11""",163.8,11,M,3.96,2,3
90,Matthew,Martin,imiller@example.net,3187989360,2003-11-20,F,L,"5'7""",217.4,14,M,3.09,1,1
91,James,Chapman,henrymartin@example.net,4618072577,2004-02-24,F,L,"6'5""",198.4,60,M,3.85,3,3
92,Larry,Bell,markherrera@example.org,0951733224,2001-03-24,F,R,"6'11""",201.0,23,M,3.09,5,3
93,Robert,Sellers,jose23@example.net,1266334631,2006-11-10,D,R,"6'9""",171.4,78,M,3.79,5,5
94,William,Williams,robertkim@example.net,5805552020,2002-05-01,D,R,"5'7""",212.2,61,M,3.26,4,1
95,Timothy,Oconnor,steven83@example.com,8754058480,2000-04-17,D,R,"5'6""",199.2,28,M,3.66,2,2
96,David,Lee,rhonda25@example.net,9585944710,2006-07-05,D,R,"6'5""",186.6,11,M,3.45,3,1
97,Gregory,Holmes,ericjimenez@example.net,6331208972,2004-01-09,D,L,"5'8""",214.3,90,M,3.98,1,5
98,Kevin,Johnston,matthewmanning@example.com,6976110345,2005-05-24,D,L,"5'7""",205.6,35,M,2.84,2,4
99,Isaac,Valdez,browndebra@example.org,6193757285,2001-12-29,G,R,"5'8""",198.9,31,M,2.56,4,5
100,Vincent,Martinez,christophergreene@example.org,9963335559,2001-01-09,G,R,"6'6""",209.9,1,M,3.25,5,3
101,Nicolas,Montgomery,cwalker@example.org,9677100782,2000-07-16,F,R,"5'11""",215.4,43,M,3.5,2,1
102,John,Allen,tamara90@example.org,5424017411,2005-07-23,F,R,"5'7""",178.1,25,M,3.46,3,3
103,Kyle,Smith,jessica22@example.net,5301815285,2001-06-05,F,L,"6'9""",189.0,83,M,3.28,3,3
104,Reginald,Stevenson,casemelody@example.net,2967176303,2006-11-10,F,L,"5'9""",160.1,13,M,2.87,5,2
105,Glen,Green,scottwalker@example.org,5170421189,2006-01-08,F,L,"5'9""",176.2,39,M,3.49,5,4
106,Joshua,Henderson,heathersantiago@example.com,3363278108,2000-05-03,F,L,"6'0""",171.9,64,M,2.54,2,4
107,Ryan,White,pierceglen@example.org,8272823969,2003-04-12,F,L,"6'8""",188.2,31,M,3.0,3,1
108,Aaron,Barrett,ryan95@example.org,4305531874,1997-03-21,F,R,"6'7""",198.6,69,M,3.65,5,1
109,Eric,Mccoy,astout@example.com,3646181529,2004-03-20,F,R,"5'11""",210.4,95,M,3.57,3,2
110,Alec,Nelson,cwalton@example.net,8121744494,1998-11-23,F,R,"5'6""",181.2,47,M,3.57,2,3
111,Kenneth,Miller,hodgesterri@example.org,4366055322,2001-05-26,F,L,"5'9""",215.9,11,M,3.74,5,5
112,James,Wilkins,caldwellnicole@example.org,8239739915,2001-02-03,F,L,"6'4""",195.2,76,M,3.77,4,4
113,Edwin,Russell,paulanderson@example.net,2699954539,1999-10-23,D,R,"5'8""",187.1,84,M,2.58,5,4
114,Phillip,Harris,christopher13@example.org,2371028778,2003-05-14,D,L,"6'9""",207.2,78,M,2.67,4,5
115,Jaime,Griffin,vargasbrandon@example.org,0462502827,1999-09-27,D,L,"6'0""",175.9,70,M,3.95,3,5
116,Jason,Stein,nathan01@example.net,1649822689,2005-02-16,D,R,"6'4""",197.1,70,M,3.89,5,3
117,Ricardo,Gibson,bennettryan@example.net,4190066048,1999-05-03,D,L,"5'7""",162.5,49,M,3.67,1,4
118,James,Weaver,adrian81@example.com,8548059800,2002-03-04,D,R,"5'8""",209.1,85,M,3.74,2,4
119,Joshua,Hess,uknight@example.org,0762211413,2004-11-10,G,R,"5'8""",202.0,31,M,3.08,5,2
120,Steven,Willis,lori63@example.com,5334581390,2003-10-24,G,R,"6'10""",167.6,30,M,3.61,4,3
121,Francis,Dunlap,rwalters@example.org,8833053189,1998-06-02,F,L,"6'9""",181.6,45,M,3.48,5,5
122,John,Price,georgeemily@example.com,3781705613,2001-02-01,F,L,"5'10""",207.0,98,M,3.74,4,2
123,Nathaniel,Ferguson,brian76@example.net,7286963651,2000-06-28,F,R,"6'9""",219.0,1,M,3.16,5,1
124,Sean,Blevins,sanderskenneth@example.net,4575451775,2001-08-08,F,R,"5'10""",215.4,91,M,3.16,2,5
125,James,Fisher,frankmoyer@example.net,8373135211,2003-11-08,F,R,"6'4""",183.4,43,M,3.96,3,4
126,Sergio,Jones,brenda77@example.org,1109218503,2002-06-27,F,L,"5'10""",194.3,6,M,2.79,3,4
127,Kevin,Bridges,elizabethball@example.com,4395456464,1997-07-27,F,R,"6'8""",203.5,30,M,3.17,2,5
128,Nicholas,Johnson,steven34@example.net,7470495363,2002-01-08,F,R,"5'8""",200.1,97,M,3.84,5,2
129,Michael,Boyd,westlisa@example.net,5948418165,1997-10-31,F,L,"6'7""",202.8,70,M,2.81,4,3
130,Michael,Andrews,rgillespie@example.net,9817235311,1998-01-24,F,L,"5'7""",200.0,72,M,3.31,5,5
131,Benjamin,Rangel,davidmiller@example.net,8724175336,2001-07-20,F,L,"6'8""",212.3,44,M,3.08,5,5
132,William,Underwood,allisonhanson@example.net,9399085803,2000-08-28,F,R,"6'9""",170.2,37,M,3.23,5,1
133,Gregory,Hoover,elizabeththomas@example.com,9180440829,2003-02-21,D,R,"5'7""",216.6,42,M,3.42,2,5
134,Nicholas,Martinez,wilsonlaura@example.com,4885318162,1997-10-09,D,R,"6'3""",218.0,3,M,2.82,4,1
135,Tony,Ward,avasquez@example.net,8397974937,2000-03-13,D,L,"5'7""",195.8,54,M,3.32,5,1
136,Jason,Cannon,harrelltodd@example.net,7025865293,2003-11-20,D,R,"6'8""",186.2,92,M,3.34,4,5
137,Justin,Miller,joseph03@example.com,4850454171,1999-09-01,D,R,"6'11""",189.6,44,M,3.52,5,4
138,Logan,Gallagher,oduke@example.org,3959635475,1999-11-23,D,R,"5'9""",204.5,30,M,3.17,1,2
139,Colin,Stanton,lisa77@example.net,8630921045,2003-09-19,G,R,"6'8""",219.4,1,M,2.62,2,1
140,Ryan,Gomez,juliapierce@example.org,6661968520,1999-09-19,G,R,"5'11""",187.9,30,M,3.98,4,1
141,Robert,Campos,josephruiz@example.net,0756112400,2006-03-07,F,L,"5'10""",185.1,94,M,3.45,5,5
142,Michael,Bell,qwood@example.com,9938854795,2004-01-18,F,R,"6'1""",193.0,21,M,3.26,2,1
143,Michael,Shepherd,roger16@example.org,0414335080,1999-08-12,F,R,"6'10""",191.7,49,M,2.89,1,2
144,Brandon,Walker,grayjermaine@example.com,4361319801,1999-05-18,F,L,"6'8""",199.1,40,M,3.83,2,2
145,Jeremy,Molina,amber35@example.org,6643841427,2002-01-03,F,R,"6'7""",176.7,3,M,3.13,4,5
146,Allen,Buck,jennifersmith@example.net,9690134758,1998-09-28,F,R,"5'11""",160.5,85,M,2.75,4,3
147,Mark,Roberts,samanthakeller@example.org,4343588993,1999-01-15,F,L,"6'6""",182.7,29,M,2.71,5,2
148,Edward,Graham,akelly@example.org,2215811684,2001-02-05,F,L,"5'7""",198.1,93,M,2.96,1,4
149,Joshua,Barrett,hammondronald@example.net,0719113388,1998-04-07,F,L,"6'4""",171.2,51,M,3.09,2,1
150,Sergio,Moody,jonathan73@example.net,1074836352,2002-10-07,F,R,"5'7""",174.3,33,M,3.44,2,2
151,Luis,Martin,clarkedward@example.org,6183937907,2003-03-24,F,R,"5'10""",161.6,31,M,2.9,1,4
152,Andrew,Klein,hardingalex@example.net,2020143286,2002-03-01,F,R,"5'8""",214.1,31,M,3.04,4,4
153,Matthew,Olsen,msmith@example.net,9143610504,2002-04-29,D,L,"6'5""",208.5,60,M,2.58,4,1
154,Charles,Smith,xmason@example.com,9695151229,2001-12-04,D,R,"5'6""",183.2,69,M,3.82,3,3
155,Kevin,Davis,colechristopher@example.net,5707981861,2003-06-17,D,L,"5'10""",190.4,7,M,3.8,3,2
156,Jonathan,Rivera,moorekristy@example.org,8578429176,2001-10-31,D,R,"5'8""",166.2,14,M,3.21,1,1
157,Franklin,Nguyen,tsalinas@example.org,6568097809,2004-09-18,D,R,"5'8""",179.5,94,M,3.87,4,1
158,David,Smith,adamramsey@example.org,7431052629,1998-09-25,D,L,"5'9""",162.5,58,M,3.15,1,5
159,Kevin,Oconnor,johnsonkim@example.net,7768830874,2001-12-07,G,L,"6'6""",208.5,35,M,3.69,2,4
160,Joseph,Wang,russellmary@example.org,1721372531,1999-04-11,G,L,"6'1""",219.6,30,M,2.85,5,5
161,Jeremy,Gregory,mcclainaaron@example.net,5021204319,2000-12-23,F,L,"5'8""",202.3,67,M,3.97,3,5
162,Jordan,Mann,shawnrobinson@example.com,2537685922,2004-11-26,F,L,"6'11""",213.8,17,M,2.74,4,1
163,Kevin,Johns,perezmatthew@example.com,4239116179,1998-12-04,F,L,"6'6""",181.5,57,M,2.71,3,1
164,Wayne,Weeks,ngibson@example.com,5859901185,2003-04-25,F,L,"6'7""",172.2,55,M,2.88,2,3
165,Paul,Cooper,herbertmoody@example.org,6158868401,2006-03-09,F,R,"6'2""",219.1,83,M,3.74,5,4
166,Scott,Garcia,rperry@example.org,6890403896,2000-08-20,F,R,"6'4""",171.2,77,M,2.52,4,5
167,Joseph,Johnson,jennifer56@example.net,3348692911,2004-04-01,F,R,"5'9""",219.3,70,M,2.87,3,4
168,Matthew,Flores,martinezanna@example.net,9643305853,2004-03-29,F,R,"5'8""",195.5,45,M,2.95,4,2
169,Christopher,Johnson,maryellison@example.net,0447006456,2001-09-03,F,L,"6'4""",192.9,40,M,2.83,1,1
170,Cody,Neal,hudsonrita@example.org,1685392779,2001-10-06,F,R,"6'4""",164.8,8,M,2.8,5,3
171,Wesley,Tapia,tbrooks@example.net,6140067747,1997-09-13,F,R,"6'5""",194.9,57,M,3.67,4,2
172,Christopher,Houston,durankristine@example.net,5196252195,2005-02-08,F,R,"6'3""",200.3,87,M,2.6,3,4
173,Matthew,Wright,baileycourtney@example.com,5074548371,2003-06-15,D,L,"6'4""",214.2,21,M,2.55,3,5
174,Gregory,Brock,xavierperez@example.org,0888310885,2000-12-09,D,L,"5'10""",188.2,3,M,3.09,2,2
175,William,Kemp,charlene34@example.com,3676700983,2002-10-18,D,L,"6'5""",207.0,84,M,3.55,1,1
176,Ryan,Morton,ubaker@example.org,8129302952,2002-07-23,D,R,"5'9""",186.7,52,M,3.53,5,1
177,Carlos,Harrison,dennisgregory@example.com,2119526249,2003-05-29,D,R,"6'3""",200.6,18,M,3.24,4,5
178,James,Gonzales,kellysanchez@example.com,0046932142,1999-05-28,D,R,"5'8""",173.1,82,M,2.8,2,1
179,Brandon,Parks,jason47@example.com,1062059575,1997-12-24,G,R,"5'8""",203.8,1,M,3.02,1,5
180,Christopher,Miller,jenniferanderson@example.org,6343232411,2005-06-27,G,L,"6'2""",196.2,1,M,3.87,5,1
181,David,Delgado,tammieparker@example.com,7687541096,2005-04-18,F,L,"6'9""",168.4,55,M,3.49,5,3
182,Steven,Jackson,fvilla@example.net,9821047443,2002-10-04,F,R,"5'7""",211.6,4,M,3.61,1,1
183,Matthew,Jordan,warnercassidy@example.com,0471194113,2003-05-31,F,R,"5'9""",183.3,54,M,2.83,3,1
184,Michael,Yu,joshua41@example.org,6996376581,2005-06-15,F,L,"6'6""",173.0,92,M,2.93,2,4
185,Christopher,Sanchez,megan21@example.org,9687067740,2003-07-27,F,R,"6'3""",161.4,54,M,3.67,1,2
186,Alvin,Nielsen,kross@example.com,7644654004,1997-08-21,F,R,"5'7""",187.9,72,M,2.53,4,3
187,Terry,Henderson,ariel21@example.net,5954588871,2000-08-10,F,R,"5'8""",205.7,44,M,3.12,2,2
188,Rodney,Morrison,annette09@example.org,7724916684,1997-06-13,F,R,"5'7""",210.5,97,M,3.14,4,1
189,Danny,Rodriguez,callahanolivia@example.com,0326316169,2003-05-03,F,L,"6'4""",205.8,90,M,3.16,1,3
190,Carlos,Hart,alancallahan@example.net,1565646983,1997-01-04,F,R,"5'11""",210.9,82,M,2.93,2,3
191,David,Hawkins,tmacias@example.net,4812109998,2002-10-30,F,L,"6'0""",187.4,95,M,3.67,4,3
192,Michael,Blake,ortizelizabeth@example.org,0208426674,2001-01-15,F,L,"6'9""",190.1,78,M,2.99,2,4
193,Cody,Fuller,andradekrista@example.com,6059698547,2000-10-27,D,R,"5'10""",161.0,53,M,3.09,2,1
194,Clarence,Mcpherson,reginacollins@example.net,9406814968,2005-05-03,D,R,"5'9""",216.6,36,M,3.63,4,2
195,Wyatt,Pope,cynthiapeterson@example.org,5384465941,2003-01-31,D,R,"6'3""",168.7,4,M,2.62,1,1
196,Justin,Huang,erin14@example.org,0881235941,1997-03-09,D,L,"6'3""",165.4,85,M,2.56,2,1
197,Antonio,Taylor,joseph32@example.com,7506729853,1999-07-20,D,L,"5'11""",190.5,23,M,2.61,4,4
198,Nathan,Li,bwest@example.net,4068249129,2006-07-18,D,L,"6'3""",182.8,32,M,2.87,4,4
199,Jamie,Hinton,david02@example.org,0340668206,2005-10-25,G,L,"6'0""",177.1,35,M,3.18,3,3
200,Chad,Watson,brocknicholas@example.org,2411254926,1998-10-25,G,L,"6'5""",219.7,30,M,3.35,4,4
201,Jeremy,Martinez,jdavis@example.org,6892489112,2006-11-07,F,L,"5'9""",171.2,62,M,2.62,4,4
202,Antonio,Chase,fshort@example.com,3407971796,1998-07-30,F,L,"5'10""",166.7,44,M,3.51,3,2
203,Andrew,Lee,reyestodd@example.net,2096333339,2006-03-04,F,L,"6'4""",185.3,80,M,3.19,3,3
204,Charles,Gould,leonardcollier@example.com,5245245145,2006-02-03,F,L,"6'10""",177.5,24,M,2.65,4,5
205,Noah,Moore,jenningssusan@example.com,5247623334,2002-11-27,F,L,"5'7""",160.2,50,M,3.18,4,5
206,Randy,Morgan,williamspatricia@example.org,2627417490,2005-03-25,F,R,"6'0""",193.6,84,M,2.93,4,3
207,Johnathan,Rivera,owenanne@example.com,1995118448,1998-05-13,F,R,"5'10""",217.9,9,M,3.74,2,1
208,Brandon,Williams,tinasmith@example.net,7734594720,2004-03-17,F,L,"6'6""",219.7,77,M,2.99,5,4
209,Marc,Carpenter,webbrobert@example.org,7261658511,2000-02-04,F,L,"5'7""",205.2,20,M,3.5,4,3
210,Joseph,Smith,wscott@example.org,5879544232,2002-03-14,F,L,"6'6""",183.5,74,M,2.73,4,5
211,Sean,Smith,toddsmith@example.com,8702773408,2001-01-03,F,L,"5'8""",161.6,30,M,3.58,4,4
212,Anthony,Rose,colleen93@example.net,2264222899,1999-03-02,F,L,"5'9""",211.7,94,M,2.82,3,4
213,Larry,Holt,lisa20@example.org,1128433664,2002-07-29,D,L,"5'11""",177.9,18,M,3.15,4,4
214,Kyle,Francis,karenhawkins@example.net,8361878553,2004-07-14,D,R,"6'9""",162.3,31,M,2.66,1,3
215,Samuel,Tucker,kayla13@example.com,4818575388,1998-08-12,D,R,"5'11""",194.3,17,M,3.95,4,3
216,William,Brown,robertparker@example.org,6217859400,2000-04-07,D,R,"5'6""",210.8,58,M,3.79,4,5
217,Anthony,Hines,emily79@example.com,1695873791,2002-05-28,D,L,"6'10""",204.3,20,M,3.55,4,1
218,William,Martinez,loricarpenter@example.net,2550258595,2000-10-20,D,R,"6'5""",168.8,86,M,3.44,5,5
219,Thomas,Johnson,belldestiny@example.net,4858405519,2003-11-09,G,R,"6'10""",206.8,31,M,3.27,3,5
220,Alan,Smith,michael11@example.net,6117210391,2005-01-11,G,L,"5'7""",175.2,1,M,3.01,4,3
221,Tyler,Clark,grant90@example.org,2054611491,2005-04-19,F,R,"5'10""",214.7,56,M,3.26,4,2
222,William,Moore,sarah49@example.net,2934254418,2001-11-21,F,R,"5'9""",160.4,90,M,3.95,2,4
223,Cole,Watkins,johnhaley@example.net,5799882709,2005-06-24,F,L,"5'10""",190.2,90,M,3.34,4,5
224,Aaron,Reynolds,christopher24@example.net,4079116546,2005-11-19,F,L,"6'1""",217.3,67,M,2.57,4,1
225,Derek,Gordon,diamondcaldwell@example.com,5300958909,1999-01-13,F,L,"5'7""",209.1,69,M,3.08,1,1
226,Jonathan,Bennett,robertsonjill@example.com,7335119606,2005-06-15,F,L,"5'9""",160.5,73,M,3.13,4,2
227,Michael,Smith,fjohnson@example.net,4844476080,2001-05-08,F,R,"5'11""",190.4,68,M,2.73,2,4
228,Phillip,Mosley,colemancarrie@example.org,4753096361,1999-05-29,F,L,"6'1""",186.4,47,M,3.67,4,5
229,Eric,Williams,christensenchristine@example.com,8522874719,2000-08-12,F,L,"5'7""",210.7,31,M,2.53,5,3
230,Lee,Hudson,zachary23@example.net,4882196250,2001-03-20,F,L,"5'9""",214.0,34,M,2.73,4,4
231,Thomas,Hess,oliversamantha@example.com,3503571688,2004-10-06,F,R,"6'9""",171.9,67,M,2.91,5,2
232,Robert,Jacobson,mvaldez@example.net,9164368098,2002-01-22,F,L,"5'7""",189.4,71,M,2.71,2,2
233,Samuel,Oliver,rollinscollin@example.com,3508292199,2003-12-31,D,R,"6'6""",208.4,97,M,3.53,2,5
234,Justin,Harvey,silvarussell@example.com,0232270219,2005-02-20,D,L,"5'11""",203.1,19,M,3.59,5,3
235,Cody,Hernandez,danielyu@example.net,3904399180,2001-01-16,D,R,"5'9""",177.5,40,M,3.47,2,3
236,Kevin,Fox,abrown@example.org,6710806285,2002-11-06,D,R,"6'7""",207.5,97,M,2.87,3,3
